Box,Id,Type,Title,Author,Author2,Date,Location,Nb,People,Geo
3,150,Letters,Carta del 08 de noviembre de 1859 de Cornelio Saavedera a Mauricio Barbosa,"Saavedra, Cornelio",,1859/11/08,,1,"Barbosa, Mauricio",
3,151,Letters,Carta del 13 de noviembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/11/13,Chile;Quinta Región;Valparaíso,2,"Barbosa, Mauricio",
3,152,Letters,Carta del 13 de noviembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/11/13,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,153,Others,Relación de los pertrechos de guerra que se han embarcado para el ejército de Operaciones del Sur,"Valdivieso, Samuel",,1859/11/13,Chile;Quinta Región;Valparaíso,1,,
3,154,Letters,Carta del 15 de noviembre de 1859 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1859/11/15,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,155,Letters,Carta del 16 de noviembre de 1859 de Aniceto Cordovez a Mauricio Barbosa,"Cordovez, Aniceto",,1859/11/16,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,156,Letters,Carta del 16 de noviembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/11/16,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,157,Letters,Carta del 19 de noviembre de 1859 de Manuel Escala a Mauricio Barbosa,"Escala, Manuel Segundo",,1859/11/19,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,158,Letters,Carta del 19 de noviembre de 1859 de Aniceto Cordovez a Mauricio Barbosa,"Cordovez, Aniceto",,1859/11/19,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,159,Letters,Carta del 21 de noviembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/11/21,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,160,Letters,Carta del 24 de noviembre de 1859 de Cornelio Saavedra a Manuel Pomar,"Saavedra, Cornelio",,1859/11/24,Chile;Quinta Región;Valparaíso,1,"Pomar, Manuel",
3,161,Letters,Carta del 24 de noviembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/11/24,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,162,Letters,Carta del 24 de noviembre de 1859 de Aniceto Cordovez a Mauricio Barbosa,"Cordovez, Aniceto",,1859/11/24,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,163,Letters,Carta del 24 de noviembre de 1859 de Manuel Segundo Escala a Mauricio Barbosa,"Escala, Manuel Segundo",,1859/11/24,Chile;Región Metropolitana;Santiago,1,"Barbosa, Mauricio",
3,164,Letters,Carta del 25 de noviembre de 1859 de Manuel Segundo Escala a Mauricio Barbosa,"Escala, Manuel Segundo",,1859/11/25,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,165,Letters,Carta del 26 de noviembre de 1859 de Manuel Segundo Escala a Mauricio Barbosa,"Escala, Manuel Segundo",,1859/11/26,Chile;Octava Región;Bahía de Arauco,1,"Barbosa, Mauricio",
3,166,Letters,Carta del 24 de noviembre de 1859 de Jorge Wood al coronel comandante en jefe de las fuerzas de Arauco,"Wood, Jorge",,1859/11/24,"Chile;Octava Región;Vapor Maipú, Lota",1,,
3,167,Letters,Carta del 26 de noviembre de 1859 de Nicolás Saavedra al Comandante en Jefe de las Fuerzas de Arauco,"Saavedra, Nicolás",,1859/11/26,Chile;Octava Región;Lota,1,,
3,168,Letters,Carta del 26 de noviembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/11/26,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,169,Letters,Carta del 26 de noviembre de 1859 de Aniceto Cordovez a Mauricio Barbosa,"Cordovez, Aniceto",,1859/11/26,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,170,Letters,Carta del 27 de noviembre de 1859 de Jorge Wood al coronel comandante en jefe de las fuerzas de Arauco,"Wood, Jorge",,1859/11/27,Chile;Octava Región;Lota,1,,
3,171,Letters,Carta del 28 de noviembre de 1859 de Avello a Mauricio Barbosa,"Avello, Juan",,1859/11/28,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,172,Letters,Carta del 30 de noviembre de 1859 de Aniceto Cordovez a Mauricio Barbosa,"Cordovez, Aniceto",,1859/11/30,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,173,Letters,Carta del 30 de noviembre de 1859 de Vincente Villalon a Mauricio Barbosa,"Villalón, Vicente",,1859/11/30,Chile;Octava Región;Los Ángeles,2,"Barbosa, Mauricio",
3,174,Others,"Inventario de municiones, atalaje, piezas de artillería, armas y pertrechos de guerra existentes en el Departamento de Arauco al 30 de noviembre de 1859",,,1859/11/30,Chile;Octava Región;Arauco,1,,Arauco
3,175,Letters,Carta del 02 de diciembre de 1859 de Vicente Villalon a Mauricio Barbosa,"Villalón, Vicente",,1859/12/02,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,176,Letters,Carta del 03 de diciembre de 1859 de Manuel Segundo Escala a Mauricio Barbosa,"Escala, Manuel Segundo",,1859/12/03,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,177,Letters,Carta del 05 de diciembre de 1859 a Manuel Montt,,,1859/12/05,Chile;Octava Región;Arauco,2,"Montt, Manuel",
3,178,Letters,Carta del 04 de diciembre de 1859 de Manuel García a Mauricio Barbosa,"García, Manuel",,1859/12/04,Chile;Región Metropolitana;Santiago,1,"Barbosa, Mauricio",
3,179,Letters,Carta del 05 de diciembre de 1859 de Manuel García a Mauricio Barbosa,"García, Manuel",,1859/12/05,Chile;Región Metropolitana;Santiago,1,"Barbosa, Mauricio",
3,180,Circular,Circular de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/12/06,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,181,Letters,Carta del 06 de diciembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/12/06,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,182,Letters,Carta del 08 de diciembre de 1859 de Vicente Villalon a Mauricio Barbosa,"Villalón, Vicente",,1859/12/08,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,183,Letters,Carta del 08 de diciembre de 1859 de Aniceto Cordovez a Mauricio Barbosa,"Cordovez, Aniceto",,1859/12/08,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,184,Letters,Carta del 10 de diciembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/12/10,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,185,Letters,Carta del 12 de diciembre de 1859 de Andrés Campos a Vicente Villalón,"Campos, Andrés",,1859/12/12,Chile;Octava Región;Nacimiento,1,"Villalón, Vicente",
3,186,Letters,Carta del 12 de diciembre de 1859 de Andrés Campos al cacique Pinolesí,"Campos, Andrés",,1859/12/12,Chile;Octava Región;Nacimiento,1,Cacique Pinolesí,
3,187,Letters,Carta del 12 de diciembre de 1859 de Andrés Campos al cacique José Catrileo,"Campos, Andrés",,1859/12/12,Chile;Octava Región;Nacimiento,1,"Catrileo, José",
3,188,Letters,Carta del 13 de diciembre de 1859 de Vicente Villalon a Mauricio Barbosa,"Villalón, Vicente",,1859/12/13,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,189,Letters,Carta del 14 de diciembre de 1859 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1859/12/14,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,190,Letters,Carta del 14 de diciembre de 1859 de Vicente Villalon a Mauricio Barbosa,"Villalón, Vicente",,1859/12/14,Chile;Octava Región;Nacimiento,1,"Barbosa, Mauricio",
3,191,Letters,Carta del 15 de diciembre de 1859 de Vicente Villalón a Mauricio Barbosa,"Villalón, Vicente",,1859/12/15,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,192,Letters,Carta del 19 de diciembre de 1859 de José Sepúlveda a Mauricio Barbosa,"Sepúlveda, José",,1859/12/19,Chile;Octava Región;Nacimiento,1,"Barbosa, Mauricio",
3,193,Letters,Carta del 15 de diciembre de 1859 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1859/12/15,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,194,Letters,Carta del 16 de diciembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/12/16,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,195,Letters,Carta del 16 de diciembre de 1859 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1859/12/16,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,196,Letters,Carta del 17 de diciembre de 1859 de Manuel Segundo Escala a Mauricio Barbosa,"Escala, Manuel Segundo",,1859/12/17,Chile;Octava Región;Bahía de Arauco,1,"Barbosa, Mauricio",
3,197,Letters,Carta del 17 de diciembre de 1859 de Manuel Segundo Escala a Mauricio Barbosa,"Escala, Manuel Segundo",,1859/12/17,Chile;Octava Región;Bahía de Arauco,1,"Barbosa, Mauricio",
3,198,Letters,Carta del 23 de diciembre de 1859 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1859/12/23,Chile;Quinta Región;Valparaíso,2,"Barbosa, Mauricio",
3,199,Letters,Carta del 26 de diciembre de 1859 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1859/12/26,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,200,Letters,Carta del 26 de diciembre de 1859 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1859/12/26,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,201,Letters,Carta del 27 de diciembre de 1859 de Manuel Segundo Escala a Comandante en Jefe de la división de operaciones de Arauco,"Escala, Manuel Segundo",,1859/12/27,Chile;Octava Región;Arauco,1,,
3,202,Letters,Carta del 21 de diciembre de 1859 de Nicolás Saavedra al Comandante en Jefe de las Fuerzas de Arauco,"Saavedra, Nicolás",,1859/12/21,Chile;Octava Región;Lebu,1,,
3,203,Letters,Carta del 02 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/02,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,204,Letters,Carta del 02 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/02,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,205,Letters,Carta del 05 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/05,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,206,Letters,Carta del 05 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/05,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,207,Letters,Carta del 10 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/10,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,208,Letters,Carta del 14 de enero de 1860 de Manuel Segundo Escala a Mauricio Barbosa,"Escala, Manuel Segundo",,1860/01/14,Chile;Octava Región;Bahía de Arauco,1,"Barbosa, Mauricio",
3,209,Letters,Carta del 15 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/15,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,210,Letters,Carta del 15 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/15,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,211,Letters,Carta del 18 de enero de 1860 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1860/01/18,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,212,Letters,Carta del 20 de enero de 1860 de Manuel García a Mauricio Barbosa,"García, Manuel",,1860/01/20,Chile;Región Metropolitana;Santiago,1,"Barbosa, Mauricio",
3,213,Letters,Carta del 22 de enero de 1860 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1860/01/22,Chile;Paicaví,1,"Barbosa, Mauricio",
3,214,Letters,Carta del 22 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/22,Chile;Octava Región;Arauco,2,"Barbosa, Mauricio",
3,215,Letters,Carta del 23 de enero de 1860 de Manuel Segundo Escala,"Escala, Manuel Segundo",,1860/01/23,Chile;Octava Región;Bahía de Arauco,2,,
3,216,Letters,Carta del 24 de enero de 1860 de Manuel García a Mauricio Barbosa,"García, Manuel",,1860/01/24,Chile;Región Metropolitana;Santiago,1,"Barbosa, Mauricio",
3,217,Letters,Carta del 24 de enero de 1860 de José Sepúlveda a Mauricio Barbosa,"Sepúlveda, José",,1860/01/24,Chile;Octava Región;Nacimiento,1,"Barbosa, Mauricio",
3,218,Letters,Carta del 25 de enero de 1860 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1860/01/25,Chile;Paicaví,1,"Barbosa, Mauricio",
3,219,Letters,Carta del 20 de enero de 1860 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1860/01/20,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,220,Letters,Carta del 26 de enero de 1860 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1860/01/26,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,221,Letters,Carta del 27 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/27,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,222,Letters,Carta del 27 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/27,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,223,Letters,Carta del 27 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/27,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,224,Letters,Carta del 27 de enero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/01/27,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,225,Letters,Carta del 30 de enero de 1860 de José Antonio a Mauricio Barbosa,"Quezada, José Antonio",,1860/01/30,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,226,Letters,Carta del 01 de febrero de 1860 de José María Alvarado a Mauricio Barbosa,"Alvarado, José María",,1860/02/01,Chile;Paicaví,1,"Barbosa, Mauricio",
3,227,Letters,Carta del 01 de febrero de 1860 de Vicente Villalón a Mauricio Barbosa,"Villalón, Vicente",,1860/02/01,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,228,Letters,Carta del 01 de febrero de 1860 de Vicente Villalón a Mauricio Barbosa,"Villalón, Vicente",,1860/02/01,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,229,Letters,Carta del 02 de febrero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/02/02,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,230,Letters,Carta del 02 de febrero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/02/02,Chile;Octava Región;Lebu,1,"Barbosa, Mauricio",
3,231,Letters,Carta del 03 de febrero de 1860 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1860/02/03,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,232,Letters,Carta del 05 de febrero de 1860 de José del Carmen Díaz Mauricio Barbosa,"Díaz, José Del Carmen",,1860/02/05,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,233,Letters,Carta del 05 de febrero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/02/05,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,234,Letters,Carta del 07 de febrero de 1860 de Vicente Villalón a Comandante de un batallón,"Villalón, Vicente",,1860/02/07,Chile;Octava Región;Los Ángeles,1,,
3,235,Letters,Carta del 07 de febrero de 1860 de Vicenten Villalón a Mauricio Barbosa,"Villalón, Vicente",,1860/02/07,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,236,Letters,Carta del 10 de febrero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/02/10,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,237,Letters,Carta del 10 de febrero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/02/10,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,238,Letters,Carta del 11 de febrero de 1860 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1860/02/11,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,239,Letters,Carta del 11 de febrero de 1860 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1860/02/11,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,240,Letters,Carta del 11 de febrero de 1860 de Vicente Villalón a Mauricio Barbosa,"Villalón, Vicente",,1860/02/11,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,241,Letters,Carta del 11 de febrero de 1860 de Vicente Villalón a Mauricio Barbosa,"Villalón, Vicente",,1860/02/11,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,242,Letters,Carta del 12 de febrero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/02/12,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,243,Letters,Carta del 18 de febrero de 1860 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1860/02/18,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,244,Letters,Carta del 18 de febrero de 1860 de José del Carmen Díaz a Mauricio Barbosa,"Díaz, José Del Carmen",,1860/02/18,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,245,Letters,Carta del 20 de febrero de 1860 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1860/02/20,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,246,Letters,Carta del 20 de febrero de 1860 de Vicente Villalón a Mauricio Barbosa,"Villalón, Vicente",,1860/02/20,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,247,Letters,Carta del 20 de febrero de 1860 de Manuel García a Mauricio Barbosa,"García, Manuel",,1860/02/20,Chile;Región Metropolitana;Santiago,1,"Barbosa, Mauricio",
3,248,Letters,Carta del 20 de febrero de 1860 de Rafael Sotomayor a Mauricio Barbosa,"Sotomayor, Rafael",,1860/02/20,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,249,Letters,Carta del 20 de febrero de 1860 de P. Nuñez a Mauricio Barbosa,"Nuñez, P.",,1860/02/20,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,250,Letters,Carta del 20 de febrero de 1860 de Vicente Villalón a Mauricio Barbosa,"Villalón, Vicente",,1860/02/20,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,251,Letters,Carta del 21 de febrero de 1860 de José Antonio Quezada a Gobernador de Arauco,"Quezada, José Antonio",,1860/02/21,Chile;Octava Región;Arauco,1,,
3,252,Letters,Carta del 21 de febrero de 1860 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1860/02/21,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,253,Letters,Carta del 23 de febrero de 1860 de Vicente Pérez Rosales a Mauricio Barbosa,"Pérez Rosales, Vicente",,1860/02/23,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,254,Letters,Carta del 24 de febrero de 1860 de José Antonio Quezada a Mauricio Barbosa,"Quezada, José Antonio",,1860/02/24,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,255,Letters,Carta del 24 de febrero de 1860 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1860/02/24,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,256,Letters,Carta del 25 de febrero de 1860 de Manuel García a Mauricio Barbosa,"García, Manuel",,1860/02/25,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,257,Letters,Carta del 27 de febrero de 1860 a Mauricio Barbosa,,,1860/02/27,Chile;Octava Región;Gualpen,1,"Barbosa, Mauricio",
3,258,Letters,Carta del 12 de abril de 1860 de Juan Contreras a Mauricio Barbosa,"Contreras, Juan",,1860/04/12,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,259,Letters,Carta del 04 de abril de 1860 de Manuel García a Mauricio Barbosa,"García, Manuel",,1860/04/04,Chile;Región Metropolitana;Santiago,1,"Barbosa, Mauricio",
3,260,Letters,Carta del 11 de abril de 1860 de Juan Williams a Mauricio Barbosa,"Williams, Juan",,1860/04/11,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,261,Letters,Carta del 11 de abril de 1860 de Vicente Pérez Rosales a Mauricio Barbosa,"Pérez Rosales, Vicente",,1860/04/11,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,262,Letters,Carta del 13 de abril de 1860 de Andrés A. Araya a Mauricio Barbosa,"Araya, Andrés A.",,1860/04/13,Chile;Octava Región;Talcahuano,1,"Barbosa, Mauricio",
3,263,Others,Factura de Isidro Salas a Mauricio Barbosa,"Salas, Isidro",,1860/04/11,Chile;Octava Región;Concepción,1,"Barbosa, Mauricio",
3,264,Letters,Carta del 13 de abril de 1860 de Vicente Villalón a Mauricio Barbosa,"Villalón, Vicente",,1860/04/13,Chile;Octava Región;Los Ángeles,1,"Barbosa, Mauricio",
3,265,Letters,Carta del 20 de abril de 1860 de Cornelio Saavedra a Mauricio Barbosa,"Saavedra, Cornelio",,1860/04/20,Chile;Quinta Región;Valparaíso,1,"Barbosa, Mauricio",
3,266,Letters,Carta del 22 de abril de 1860 de Cornelio Saavedra a Vicente Villalón,"Saavedra, Cornelio",,1860/04/22,Chile;Quinta Región;Valparaíso,1,"Villalón, Vicente",
3,267,Letters,Carta del 02 de mayo de 1860 de Juan Contreras a Mauricio Barbosa,"Contreras, Juan",,1860/05/02,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,268,Letters,Carta del 09 de mayo de 1860 de Daniel García Videla a Maurcicio Barbosa,"García Videla, Daniel",,1860/05/09,Chile;Quinta Región;Tucapel,2,"Barbosa, Mauricio",
3,269,Letters,Carta del 09 de mayo de 1860 de Daniel García Videla a Maurcicio Barbosa,"García Videla, Daniel",,1860/05/09,Chile;Quinta Región;Tucapel,1,"Barbosa, Mauricio",
3,270,Letters,Carta del 11 de mayo de 1860 de Juan Contreras a Mauricio Barbosa,"Contreras, Juan",,1860/05/11,Chile;Octava Región;Arauco,1,"Barbosa, Mauricio",
3,271,Letters,Carta del 20 de mayo de 1860 de Juan Contreras al Comandante de Armas,"Contreras, Juan",,1860/05/20,Chile;Quinta Región;Tucapel,1,,
3,272,Letters,Carta del 25 de mayo de 1860 de Juan Contreras a Mauricio Barbosa,"Contreras, Juan",,1860/05/25,Chile;Quinta Región;Tucapel,1,"Barbosa, Mauricio",
3,273,Letters,Carta del 06 de junio de 1860 de Eleuterio Ramírez a Mauricio Barbosa,"Ramírez, Eleuterio",,1860/06/06,Chile;Quinta Región;Tucapel,1,"Barbosa, Mauricio",
3,274,Letters,Carta del 06 de junio de 1860 de Avello J. a Mauricio Barbosa,"Avello, Juan",,1860/06/06,Chile;Octava Región;Santa Juana,1,"Barbosa, Mauricio",
